주문 ID,상품 코드,상품명,주문 일시,수량,주문 상태,결제 수단,주문 금액
OB06915AD24,62545,활기찬 나폴리 글램핑 투어,2025-07-25 02:48:04,3,완료,카드,53000
OE3C3F2C614,62545,활기찬 나폴리 글램핑 투어,2024-11-20 18:31:07,4,결제대기,카드,22000
O24CD39AE47,62545,활기찬 나폴리 글램핑 투어,2024-09-20 03:56:01,1,완료,계좌이체,91500
O3AA6CFF3BD,94897,프리미엄 크로아티아 온천 휴양,2025-04-09 13:17:16,1,완료,간편결제,191000
O9ABA9067B6,94897,프리미엄 크로아티아 온천 휴양,2025-02-06 11:35:10,1,완료,무통장,160500
OD7FD9F1964,94897,프리미엄 크로아티아 온천 휴양,2025-09-08 20:57:26,4,배송중,간편결제,130000
O7396CE48B2,94897,프리미엄 크로아티아 온천 휴양,2024-12-04 10:45:48,1,배송중,계좌이체,159500
OD2EEC1DEF5,94897,프리미엄 크로아티아 온천 휴양,2025-03-24 22:11:06,4,결제대기,간편결제,27500
OF296402039,94897,프리미엄 크로아티아 온천 휴양,2025-01-10 04:34:05,3,취소,무통장,88000
O2DC7CA75DF,94897,프리미엄 크로아티아 온천 휴양,2025-08-02 12:21:44,2,결제대기,무통장,114500
OD0031138D7,94897,프리미엄 크로아티아 온천 휴양,2025-03-09 02:35:21,4,배송중,계좌이체,83000
O08EADBA4B4,94897,프리미엄 크로아티아 온천 휴양,2024-12-12 09:35:39,2,완료,카드,87000
O044838C4AC,94897,프리미엄 크로아티아 온천 휴양,2025-04-08 01:37:39,5,배송중,무통장,61000
OD3136F9708,94897,프리미엄 크로아티아 온천 휴양,2024-11-11 03:57:13,1,취소,간편결제,120500
O16AD35BE49,94897,프리미엄 크로아티아 온천 휴양,2025-02-21 00:28:36,5,완료,계좌이체,61500
O61F55D01F4,94897,프리미엄 크로아티아 온천 휴양,2025-08-18 04:57:31,3,완료,간편결제,188500
OBFCA0BAAD4,94897,프리미엄 크로아티아 온천 휴양,2024-12-01 05:06:20,1,완료,간편결제,75500
O2C55213CA4,94897,프리미엄 크로아티아 온천 휴양,2025-05-13 05:40:36,2,결제대기,카드,197000
O6312CE750B,94897,프리미엄 크로아티아 온천 휴양,2025-03-12 17:49:04,2,배송중,계좌이체,67500
O048A52A2CB,94897,프리미엄 크로아티아 온천 휴양,2025-05-03 01:54:44,1,결제대기,계좌이체,132000
O397BC9B103,94897,프리미엄 크로아티아 온천 휴양,2025-06-03 10:46:47,3,결제대기,무통장,100500
O7BA040C5BD,94897,프리미엄 크로아티아 온천 휴양,2024-12-24 19:39:26,2,결제대기,카드,100500
O5E3AC372EF,94897,프리미엄 크로아티아 온천 휴양,2024-12-25 17:08:37,2,완료,간편결제,114000
OCDC3E3989E,94897,프리미엄 크로아티아 온천 휴양,2024-11-29 14:35:07,1,배송중,무통장,162500
OB9E5E27C42,64088,설레는 이스탄불 도심 미술 투어,2025-06-25 15:29:34,4,완료,카드,148000
O41513FB410,64088,설레는 이스탄불 도심 미술 투어,2025-01-10 16:07:35,5,완료,무통장,20500
O065DCDF335,64088,설레는 이스탄불 도심 미술 투어,2025-02-05 16:33:45,2,배송중,계좌이체,20500
OBB82A73851,64088,설레는 이스탄불 도심 미술 투어,2024-09-24 14:25:12,1,완료,계좌이체,94500
O06D58C69E9,64088,설레는 이스탄불 도심 미술 투어,2025-08-17 09:19:02,4,결제대기,간편결제,154000
OCCCADDD590,18221,에코 사이판 요트 선셋 크루즈,2025-06-15 03:01:32,2,배송중,카드,15000
O62DD8F3917,18221,에코 사이판 요트 선셋 크루즈,2024-11-12 20:31:02,1,완료,간편결제,140000
OBA7C0E1076,18221,에코 사이판 요트 선셋 크루즈,2025-08-09 04:16:14,4,결제대기,간편결제,106000
OEEFF213149,18221,에코 사이판 요트 선셋 크루즈,2025-05-01 03:43:26,2,결제대기,간편결제,195500
OC537FF313C,18221,에코 사이판 요트 선셋 크루즈,2024-10-25 02:46:53,1,결제대기,무통장,52000
O56B6BDAC06,18221,에코 사이판 요트 선셋 크루즈,2025-04-05 10:18:23,5,취소,무통장,75000
O96D8BDFCE1,44860,힐링형 후쿠오카 스카이다이빙 체험,2025-05-06 01:26:21,1,완료,간편결제,183500
OFD4F3F79A1,44860,힐링형 후쿠오카 스카이다이빙 체험,2025-03-28 06:21:38,5,취소,카드,78000
O63E89CC2BE,44860,힐링형 후쿠오카 스카이다이빙 체험,2024-12-22 04:50:02,4,완료,간편결제,53500
OF420339A01,44860,힐링형 후쿠오카 스카이다이빙 체험,2024-11-01 11:16:26,5,배송중,계좌이체,88500
OCA7624FD17,44860,힐링형 후쿠오카 스카이다이빙 체험,2025-08-07 05:41:40,4,완료,무통장,111500
OE2F5C31C0A,44860,힐링형 후쿠오카 스카이다이빙 체험,2025-07-02 08:48:07,4,완료,계좌이체,90000
OB3F40EC144,44860,힐링형 후쿠오카 스카이다이빙 체험,2025-02-24 04:26:17,4,완료,간편결제,89000
O3C77587392,44860,힐링형 후쿠오카 스카이다이빙 체험,2025-02-21 22:14:45,4,결제대기,계좌이체,196000
OD82FC5F461,44860,힐링형 후쿠오카 스카이다이빙 체험,2024-09-17 12:13:13,3,완료,간편결제,61000
OF6BEB8489F,44860,힐링형 후쿠오카 스카이다이빙 체험,2025-03-11 20:38:04,1,완료,카드,61000
O63148E3679,44860,힐링형 후쿠오카 스카이다이빙 체험,2024-11-30 10:56:19,1,완료,무통장,174000
O8256804D8F,44860,힐링형 후쿠오카 스카이다이빙 체험,2025-01-17 10:27:57,3,완료,계좌이체,71500
O96231D9D9E,44860,힐링형 후쿠오카 스카이다이빙 체험,2025-08-01 15:30:50,2,결제대기,무통장,24000
O6A20C52A03,44860,힐링형 후쿠오카 스카이다이빙 체험,2025-05-08 07:24:45,5,결제대기,무통장,68000
O1CB446EAE5,44860,힐링형 후쿠오카 스카이다이빙 체험,2024-12-14 11:32:49,3,결제대기,계좌이체,101000
O6A9294846E,44860,힐링형 후쿠오카 스카이다이빙 체험,2025-05-16 10:11:14,5,완료,계좌이체,178000
O5894D2D694,44860,힐링형 후쿠오카 스카이다이빙 체험,2025-02-11 05:37:28,5,완료,무통장,136500
O14722CFA31,44860,힐링형 후쿠오카 스카이다이빙 체험,2025-05-11 06:59:47,5,완료,무통장,102000
O7301FE57B4,44860,힐링형 후쿠오카 스카이다이빙 체험,2024-09-14 17:14:23,5,완료,간편결제,136000
OAACD1A047E,44860,힐링형 후쿠오카 스카이다이빙 체험,2025-01-20 06:53:21,1,완료,카드,56500
O5EA6490EB3,44860,힐링형 후쿠오카 스카이다이빙 체험,2025-06-19 04:33:33,2,완료,무통장,197000
OD5052A14D6,44860,힐링형 후쿠오카 스카이다이빙 체험,2024-10-20 04:22:57,4,결제대기,카드,96500
OA0F02C12DE,44860,힐링형 후쿠오카 스카이다이빙 체험,2025-03-25 14:47:28,1,완료,무통장,100500
O645C2526CF,44860,힐링형 후쿠오카 스카이다이빙 체험,2024-11-14 20:11:31,5,취소,간편결제,157000
OA5EA313EAF,44860,힐링형 후쿠오카 스카이다이빙 체험,2025-04-07 15:09:03,4,배송중,무통장,160000
OB8435D48FD,20390,활기찬 부다페스트 비치 투어,2025-07-01 02:52:55,4,결제대기,계좌이체,191000
O0AE699167E,20390,활기찬 부다페스트 비치 투어,2024-12-06 19:58:53,5,완료,무통장,102500
OD589129FE1,20390,활기찬 부다페스트 비치 투어,2025-04-19 17:14:31,2,완료,무통장,189000
OB8DA83E133,20390,활기찬 부다페스트 비치 투어,2024-10-03 00:17:54,5,완료,간편결제,83000
O78A33703DB,20390,활기찬 부다페스트 비치 투어,2025-06-17 07:17:03,5,완료,카드,140500
OC78B354BDA,20390,활기찬 부다페스트 비치 투어,2025-08-04 01:00:51,2,완료,계좌이체,55000
O0DBCDD1842,20390,활기찬 부다페스트 비치 투어,2024-11-15 01:33:15,4,결제대기,카드,172500
OE6420BA75B,20390,활기찬 부다페스트 비치 투어,2025-02-19 10:46:59,1,배송중,카드,132500
OFCA98F9B3E,20390,활기찬 부다페스트 비치 투어,2025-07-13 08:11:23,5,완료,계좌이체,51000
O5AD19FF932,20390,활기찬 부다페스트 비치 투어,2024-12-26 03:04:09,5,취소,계좌이체,18500
O9413ED7465,20390,활기찬 부다페스트 비치 투어,2025-07-23 15:35:06,1,취소,간편결제,42500
OE212186B65,20390,활기찬 부다페스트 비치 투어,2024-11-23 04:52:02,4,완료,간편결제,46500
O36ACC05CB7,20390,활기찬 부다페스트 비치 투어,2024-11-04 23:10:46,5,완료,무통장,10500
OE73F873B71,20390,활기찬 부다페스트 비치 투어,2025-04-28 19:43:19,4,결제대기,계좌이체,141500
O9FA58DEF00,20390,활기찬 부다페스트 비치 투어,2025-01-25 15:48:26,3,완료,간편결제,68500
OA7975F978F,20390,활기찬 부다페스트 비치 투어,2024-11-22 11:24:38,5,결제대기,계좌이체,163500
OC9111F91F1,20390,활기찬 부다페스트 비치 투어,2025-06-07 15:15:50,5,결제대기,무통장,47000
O8FF442A981,20390,활기찬 부다페스트 비치 투어,2025-07-10 14:39:36,3,완료,간편결제,42500
OC49A700D5E,96300,액티브 바르셀로나 열기구 체험,2025-03-26 17:14:03,4,완료,계좌이체,38000
OF715938E88,96300,액티브 바르셀로나 열기구 체험,2025-05-18 21:44:42,4,배송중,계좌이체,48000
O43376AC719,96300,액티브 바르셀로나 열기구 체험,2025-04-15 07:05:24,1,완료,계좌이체,30500
O8B501AD22A,96300,액티브 바르셀로나 열기구 체험,2025-06-09 02:13:08,5,완료,계좌이체,72000
ODDBD4C0A8A,96300,액티브 바르셀로나 열기구 체험,2024-10-22 12:09:30,4,배송중,카드,111500
O5A0E7EB742,96300,액티브 바르셀로나 열기구 체험,2025-06-17 15:52:41,4,완료,계좌이체,79000
O9D7E162370,96300,액티브 바르셀로나 열기구 체험,2024-12-22 14:04:35,3,완료,카드,58000
O778DF206D8,65986,감성적인 오키나와 스노클링 패키지,2025-07-19 22:51:40,2,결제대기,간편결제,128500
O462CE82E7F,65986,감성적인 오키나와 스노클링 패키지,2025-01-26 23:51:13,1,배송중,계좌이체,91000
OE49212AED8,65986,감성적인 오키나와 스노클링 패키지,2024-11-24 13:28:51,5,배송중,무통장,166500
OFE926972B7,65986,감성적인 오키나와 스노클링 패키지,2025-01-06 17:04:11,2,배송중,무통장,124000
O8DA235BBB7,65986,감성적인 오키나와 스노클링 패키지,2024-09-26 15:05:51,2,배송중,계좌이체,117500
OC150D61420,65986,감성적인 오키나와 스노클링 패키지,2025-03-11 23:33:10,5,배송중,계좌이체,153000
O26431DE9FC,65986,감성적인 오키나와 스노클링 패키지,2024-10-02 05:16:55,3,취소,카드,90500
OD47EA9ED5F,65986,감성적인 오키나와 스노클링 패키지,2025-06-30 00:54:58,5,완료,간편결제,195000
O55C3E2A8E7,65986,감성적인 오키나와 스노클링 패키지,2024-09-28 17:28:28,2,결제대기,계좌이체,18500
O4F29B95D3A,47134,활기찬 프라하 야시장 투어,2024-12-18 04:25:48,5,완료,무통장,139000
O481FF59AE0,47134,활기찬 프라하 야시장 투어,2025-04-01 14:57:02,2,완료,카드,185000
OD1A8F44AFC,47134,활기찬 프라하 야시장 투어,2025-07-23 01:06:50,5,완료,간편결제,152500
O9227F235F0,47134,활기찬 프라하 야시장 투어,2025-02-27 21:33:46,5,결제대기,무통장,62500
O908E405DBD,47134,활기찬 프라하 야시장 투어,2024-12-02 23:57:59,2,완료,간편결제,63000
O90B79AECEC,47134,활기찬 프라하 야시장 투어,2025-03-07 20:40:50,5,완료,카드,11000
OC0A11D6F87,47134,활기찬 프라하 야시장 투어,2024-09-15 17:08:41,5,결제대기,카드,96500
O27755AD369,47134,활기찬 프라하 야시장 투어,2024-10-23 17:15:44,5,결제대기,간편결제,176500
OED5434D612,47134,활기찬 프라하 야시장 투어,2024-09-22 22:10:35,5,결제대기,계좌이체,190000
O0EC6852BFC,47134,활기찬 프라하 야시장 투어,2024-12-11 12:02:43,5,결제대기,카드,86000
OEAE5E3B173,47134,활기찬 프라하 야시장 투어,2024-10-12 07:50:49,4,완료,카드,139000
OBEDD756FC4,22084,힐링형 스위스 미식 탐방,2024-09-24 14:25:11,3,배송중,간편결제,82000
O965D3B1715,22084,힐링형 스위스 미식 탐방,2025-01-05 10:07:38,1,완료,카드,44000
ODFFA3E1329,22084,힐링형 스위스 미식 탐방,2025-03-11 06:02:28,4,취소,카드,102500
OA256539720,22084,힐링형 스위스 미식 탐방,2025-06-04 20:13:04,2,완료,카드,85000
O6FFD7904B5,22084,힐링형 스위스 미식 탐방,2025-07-29 22:40:55,1,취소,카드,41500
OB44882045A,22084,힐링형 스위스 미식 탐방,2025-05-22 13:43:57,1,결제대기,무통장,88000
O7D17605AEE,22084,힐링형 스위스 미식 탐방,2025-03-24 12:48:08,4,완료,간편결제,155500
O1E605E1056,22084,힐링형 스위스 미식 탐방,2024-12-25 01:16:19,4,완료,계좌이체,28000
O05C270B92C,22084,힐링형 스위스 미식 탐방,2024-12-06 14:59:26,2,배송중,무통장,126000
O8218D447A4,22084,힐링형 스위스 미식 탐방,2025-04-30 19:31:40,4,취소,무통장,179000
O27260719F6,22084,힐링형 스위스 미식 탐방,2025-07-22 15:41:56,4,배송중,카드,95000
O52782BAEB5,22084,힐링형 스위스 미식 탐방,2024-10-12 22:16:27,2,결제대기,계좌이체,175500
O8F0CB1B612,22084,힐링형 스위스 미식 탐방,2024-10-20 12:36:53,2,완료,계좌이체,144500
O119B06461F,73210,스페셜 사이판 글램핑 투어,2025-01-17 09:23:12,3,완료,무통장,28500
O46E3C921FF,73210,스페셜 사이판 글램핑 투어,2025-06-30 18:32:37,1,결제대기,간편결제,11000
OD9F4CFBA1A,73210,스페셜 사이판 글램핑 투어,2025-08-15 13:15:46,1,완료,카드,188500
O7FAB0FE100,73210,스페셜 사이판 글램핑 투어,2025-08-01 00:18:06,4,배송중,무통장,74500
O5C086CE9E5,73210,스페셜 사이판 글램핑 투어,2025-02-03 00:37:37,1,배송중,간편결제,95000
O13A63E1010,73210,스페셜 사이판 글램핑 투어,2024-12-06 10:32:37,5,배송중,간편결제,76000
O95C67FED7B,73210,스페셜 사이판 글램핑 투어,2024-11-02 13:44:26,1,완료,무통장,22000
O9095BD6E13,69273,문화가득 오키나와 온천 휴양,2024-11-08 16:19:02,3,완료,계좌이체,187500
OE55DB431DD,69273,문화가득 오키나와 온천 휴양,2025-07-08 06:55:40,5,결제대기,계좌이체,27000
O4AAF6AA715,69273,문화가득 오키나와 온천 휴양,2025-07-28 12:52:44,4,결제대기,간편결제,15500
OC3B6773393,69273,문화가득 오키나와 온천 휴양,2025-01-04 18:38:53,1,완료,카드,81000
OD559272A02,69273,문화가득 오키나와 온천 휴양,2024-10-17 04:06:18,5,완료,무통장,180000
OA78F78F7D4,69273,문화가득 오키나와 온천 휴양,2024-11-24 17:20:40,1,배송중,계좌이체,73500
O715717DE7E,69273,문화가득 오키나와 온천 휴양,2025-01-03 15:37:18,5,완료,계좌이체,37000
OD4ACC34C9E,69273,문화가득 오키나와 온천 휴양,2025-01-03 17:24:33,5,완료,간편결제,97500
OA2541B22C6,69273,문화가득 오키나와 온천 휴양,2024-09-10 08:09:41,5,배송중,무통장,42000
O102BF02FAD,69273,문화가득 오키나와 온천 휴양,2025-07-17 19:05:56,3,완료,계좌이체,122000
OE1D63CF86A,69273,문화가득 오키나와 온천 휴양,2025-04-23 03:58:33,1,배송중,무통장,86000
O984C43E06E,69273,문화가득 오키나와 온천 휴양,2025-01-18 00:34:57,5,완료,간편결제,88000
O95F7504FB5,69273,문화가득 오키나와 온천 휴양,2025-04-28 20:31:09,2,완료,간편결제,155000
OE5C5F086E3,69273,문화가득 오키나와 온천 휴양,2025-03-28 23:15:21,2,완료,무통장,134000
O13397442E0,69273,문화가득 오키나와 온천 휴양,2025-03-03 21:23:02,3,배송중,간편결제,61000
O0E73299C34,69273,문화가득 오키나와 온천 휴양,2025-04-06 05:16:30,5,결제대기,계좌이체,115500
OADB97315C7,69273,문화가득 오키나와 온천 휴양,2025-01-23 13:01:32,5,완료,무통장,200000
O152D22C95B,69273,문화가득 오키나와 온천 휴양,2024-09-18 09:28:22,1,결제대기,간편결제,192500
O8D6A2EC4C2,59795,프리미엄 나폴리 온천 휴양,2024-09-14 23:12:56,3,완료,계좌이체,31500
O3CFB4DD7D1,59795,프리미엄 나폴리 온천 휴양,2024-09-25 13:03:33,3,완료,카드,40500
OD633068B2A,59795,프리미엄 나폴리 온천 휴양,2025-08-07 09:07:24,4,배송중,계좌이체,195500
O0DBFF4023A,92679,로맨틱한 부다페스트 비치 투어,2024-11-13 00:06:29,3,완료,계좌이체,70500
O77AEA5252D,92679,로맨틱한 부다페스트 비치 투어,2025-02-25 23:31:31,1,배송중,카드,34000
O0AC59C2F9D,92679,로맨틱한 부다페스트 비치 투어,2025-09-07 14:41:33,4,배송중,카드,124500
O107866B43C,92679,로맨틱한 부다페스트 비치 투어,2025-04-07 22:53:14,1,완료,무통장,125000
O9210D7755B,92679,로맨틱한 부다페스트 비치 투어,2025-03-05 18:34:47,3,완료,무통장,37500
O5248FD19C9,92679,로맨틱한 부다페스트 비치 투어,2025-07-08 17:38:05,5,완료,무통장,175500
O3398619984,49158,미식형 오키나와 야시장 투어,2025-04-17 19:50:22,3,완료,무통장,31000
O83F4317081,49158,미식형 오키나와 야시장 투어,2025-05-19 08:35:27,4,배송중,무통장,179500
OF7D90C7285,49158,미식형 오키나와 야시장 투어,2025-09-07 19:41:20,1,완료,간편결제,154000
O348AB639D9,49158,미식형 오키나와 야시장 투어,2025-06-28 18:23:07,4,완료,카드,80500
O1F5B678DF4,49158,미식형 오키나와 야시장 투어,2024-10-05 07:36:18,2,완료,무통장,102500
OE2B011A3E1,49158,미식형 오키나와 야시장 투어,2025-08-10 02:37:04,4,결제대기,카드,58500
OE129C10EB8,49158,미식형 오키나와 야시장 투어,2024-11-12 17:29:16,5,결제대기,계좌이체,47000
OC56A0EED41,49158,미식형 오키나와 야시장 투어,2025-02-13 02:36:30,2,취소,계좌이체,188500
O160A431E8C,49158,미식형 오키나와 야시장 투어,2025-07-17 09:20:42,3,배송중,간편결제,114000
O76D5C97301,49158,미식형 오키나와 야시장 투어,2025-07-24 11:40:25,2,완료,계좌이체,11000
OC83A9C435A,49158,미식형 오키나와 야시장 투어,2024-09-21 05:59:34,5,취소,무통장,100500
OF2A8DCE218,49158,미식형 오키나와 야시장 투어,2025-08-08 03:08:20,1,완료,카드,154000
OFFDFC6FF0C,49158,미식형 오키나와 야시장 투어,2025-04-25 21:04:58,2,완료,계좌이체,104500
O09DE1A640C,49016,낭만적인 이스탄불 도심 미술 투어,2025-06-04 08:05:58,1,완료,계좌이체,113500
OAC53E8B3F6,49016,낭만적인 이스탄불 도심 미술 투어,2025-05-28 14:25:53,5,완료,카드,87500
OE7CFC11381,49016,낭만적인 이스탄불 도심 미술 투어,2025-06-13 21:43:31,5,결제대기,카드,53000
O3F44898A06,49016,낭만적인 이스탄불 도심 미술 투어,2024-09-25 14:01:24,5,결제대기,카드,18000
ODB4582FD79,49016,낭만적인 이스탄불 도심 미술 투어,2025-01-02 02:33:49,1,완료,카드,196000
O3CF5241E52,49016,낭만적인 이스탄불 도심 미술 투어,2024-10-23 00:16:29,2,결제대기,계좌이체,63500
O63BB7FD5D9,49016,낭만적인 이스탄불 도심 미술 투어,2025-03-10 21:42:07,2,배송중,무통장,192000
O39EDE68C59,49016,낭만적인 이스탄불 도심 미술 투어,2025-06-23 05:22:24,2,배송중,무통장,132500
O5784172321,49016,낭만적인 이스탄불 도심 미술 투어,2025-07-04 04:39:16,1,완료,무통장,140500
O2453E6C211,92458,섬전체 사이판 와이너리 체험,2025-02-26 08:45:56,5,완료,간편결제,23500
O0630AD10EA,92458,섬전체 사이판 와이너리 체험,2025-08-23 23:04:54,5,완료,간편결제,94000
O74D2347084,92458,섬전체 사이판 와이너리 체험,2025-04-25 06:53:06,3,완료,간편결제,153500
OE77AD51A94,92458,섬전체 사이판 와이너리 체험,2025-01-15 08:53:29,3,완료,간편결제,99000
O410CD8DE2C,92458,섬전체 사이판 와이너리 체험,2024-09-12 17:23:57,4,결제대기,카드,89000
O5702C144F4,92458,섬전체 사이판 와이너리 체험,2024-10-26 04:10:32,4,배송중,무통장,196000
O4E0B5575CC,92458,섬전체 사이판 와이너리 체험,2025-06-03 05:20:33,3,취소,무통장,77500
O48E50AF068,92458,섬전체 사이판 와이너리 체험,2025-02-12 00:55:09,2,완료,계좌이체,141000
O71AA8681F6,92458,섬전체 사이판 와이너리 체험,2025-02-22 02:20:28,2,완료,간편결제,177500
ODABFEB09A5,92458,섬전체 사이판 와이너리 체험,2024-09-16 04:57:41,2,배송중,계좌이체,171500
O28C572CA5A,92458,섬전체 사이판 와이너리 체험,2025-02-03 05:44:10,1,완료,무통장,137000
O23AD6FB5A0,92458,섬전체 사이판 와이너리 체험,2025-02-10 19:15:31,1,취소,카드,44000
OEE52413E10,92458,섬전체 사이판 와이너리 체험,2024-12-12 14:49:07,4,배송중,카드,120500
O4EAFABF7F4,92458,섬전체 사이판 와이너리 체험,2025-01-26 17:54:01,2,취소,카드,134500
O557496E61B,92458,섬전체 사이판 와이너리 체험,2024-12-06 01:15:14,5,취소,카드,177500
O82AA135F43,92458,섬전체 사이판 와이너리 체험,2025-01-07 17:02:09,5,완료,계좌이체,98500
O1EF4DF891A,92458,섬전체 사이판 와이너리 체험,2024-10-10 02:29:40,4,취소,무통장,58500
OEB43CE0336,92458,섬전체 사이판 와이너리 체험,2024-12-26 17:59:47,4,배송중,간편결제,44500
O34E1FEAC42,92458,섬전체 사이판 와이너리 체험,2025-05-05 03:39:43,5,완료,계좌이체,114500
OB6B94B3EB3,85258,탐험형 세부 시내 야경 투어,2025-01-18 18:05:48,5,완료,계좌이체,37500
OEF5B9E445E,85258,탐험형 세부 시내 야경 투어,2024-09-26 11:00:09,5,배송중,간편결제,45500
O69640C888E,85258,탐험형 세부 시내 야경 투어,2025-05-26 15:47:58,2,완료,카드,129000
O3AEB7E53B4,85258,탐험형 세부 시내 야경 투어,2025-01-16 14:17:41,2,배송중,카드,193500
OCDA10CC1DA,85258,탐험형 세부 시내 야경 투어,2025-02-02 22:09:00,5,배송중,카드,74500
O5FBB65F85A,85258,탐험형 세부 시내 야경 투어,2024-11-07 14:06:05,4,배송중,간편결제,39500
OCECB09B261,40178,감성적인 오키나와 골프 리조트,2024-09-26 13:39:37,3,결제대기,무통장,188500
OC2A7990448,40178,감성적인 오키나와 골프 리조트,2025-05-29 05:08:18,5,취소,무통장,130500
O6D76C80A97,40178,감성적인 오키나와 골프 리조트,2024-10-11 11:35:42,3,완료,카드,115000
OE589FD042A,40178,감성적인 오키나와 골프 리조트,2025-08-11 06:20:23,5,결제대기,카드,35000
O113F8F0FD3,40178,감성적인 오키나와 골프 리조트,2024-12-26 05:13:49,4,완료,계좌이체,109500
O3BB2E7E02E,40178,감성적인 오키나와 골프 리조트,2025-01-22 00:08:18,5,배송중,계좌이체,158000
O95DD2CA18C,40178,감성적인 오키나와 골프 리조트,2025-07-28 08:49:46,1,배송중,계좌이체,15500
O70D2758F29,40178,감성적인 오키나와 골프 리조트,2025-03-15 03:40:41,3,배송중,간편결제,169000
O58AC4AA3EA,40178,감성적인 오키나와 골프 리조트,2025-02-16 00:01:51,2,완료,카드,94000
O25A12CCD29,40178,감성적인 오키나와 골프 리조트,2024-10-20 18:48:31,1,완료,계좌이체,14500
OC72F038B40,40178,감성적인 오키나와 골프 리조트,2025-06-18 10:56:50,2,완료,카드,180000
ODB4B945C15,40178,감성적인 오키나와 골프 리조트,2025-05-08 08:29:04,2,결제대기,무통장,130500
O5378DF1D00,21198,문화가득 후쿠오카 문화유적 탐방,2025-02-21 17:38:41,3,취소,간편결제,98500
OC484B7285C,21198,문화가득 후쿠오카 문화유적 탐방,2025-08-09 12:12:03,4,취소,간편결제,102500
OB954A1EDD9,21198,문화가득 후쿠오카 문화유적 탐방,2024-12-12 19:04:16,5,완료,계좌이체,158500
O34F9BAD83E,21198,문화가득 후쿠오카 문화유적 탐방,2024-11-24 05:27:31,3,배송중,카드,75500
OD09ED43563,21198,문화가득 후쿠오카 문화유적 탐방,2025-03-22 05:13:16,4,완료,카드,65000
O864A8150EA,21198,문화가득 후쿠오카 문화유적 탐방,2024-10-29 22:29:19,1,완료,카드,192000
OF31BF464DA,26685,트렌디 오키나와 힐링 스파 패키지,2024-10-06 09:37:37,5,배송중,무통장,59500
ODC30E0281A,26685,트렌디 오키나와 힐링 스파 패키지,2025-05-19 09:33:37,3,완료,카드,75500
O769EE8176E,26685,트렌디 오키나와 힐링 스파 패키지,2025-01-30 01:20:46,5,취소,계좌이체,68000
O30D9BCF1F1,26685,트렌디 오키나와 힐링 스파 패키지,2025-05-10 14:50:57,1,완료,무통장,29000
O41097D2A05,26685,트렌디 오키나와 힐링 스파 패키지,2024-10-18 15:10:18,3,완료,무통장,170500
O1B20885EC4,45641,로맨틱한 사이판 스노클링 패키지,2025-06-18 19:41:15,3,완료,계좌이체,196000
O0CB61D5BD3,45641,로맨틱한 사이판 스노클링 패키지,2025-06-26 17:01:51,4,완료,간편결제,67500
OA7B5BDCA88,45641,로맨틱한 사이판 스노클링 패키지,2025-02-18 05:59:52,3,배송중,계좌이체,166000
O610BB75B16,45641,로맨틱한 사이판 스노클링 패키지,2025-05-01 00:37:43,2,배송중,카드,109000
OAEA5E93D4A,45641,로맨틱한 사이판 스노클링 패키지,2025-07-24 09:55:00,3,완료,간편결제,59000
O5ECFA9D099,45641,로맨틱한 사이판 스노클링 패키지,2025-08-05 02:48:36,3,완료,무통장,76500
OD414657047,45641,로맨틱한 사이판 스노클링 패키지,2025-03-25 07:23:19,5,완료,카드,31500
OAC7DED1211,45641,로맨틱한 사이판 스노클링 패키지,2025-04-24 15:32:44,4,배송중,간편결제,33500
OB2B7C79261,45641,로맨틱한 사이판 스노클링 패키지,2025-02-14 06:11:00,3,완료,간편결제,179500
O9BEDCDAA7F,52048,섬전체 바르셀로나 초호화 리조트,2025-03-06 04:44:28,4,결제대기,간편결제,96000
O314282FCED,52048,섬전체 바르셀로나 초호화 리조트,2025-03-24 23:44:47,5,완료,카드,21000
O593A12EB57,52048,섬전체 바르셀로나 초호화 리조트,2025-01-16 00:28:59,5,완료,카드,190000
O31E7745D9B,52048,섬전체 바르셀로나 초호화 리조트,2025-08-21 23:14:44,3,결제대기,무통장,64500
O53E40D85EC,52048,섬전체 바르셀로나 초호화 리조트,2024-10-30 12:53:48,4,완료,카드,175500
O601A1BCF76,52048,섬전체 바르셀로나 초호화 리조트,2024-12-25 12:53:03,5,완료,간편결제,56000
OCE18BD6CE5,52048,섬전체 바르셀로나 초호화 리조트,2024-09-25 10:13:32,5,배송중,무통장,96500
OE82BEA3998,16596,레저형 크로아티아 힐링 스파 패키지,2025-06-26 10:37:48,4,결제대기,무통장,100500
O69C22991F6,16596,레저형 크로아티아 힐링 스파 패키지,2025-03-28 02:04:29,4,완료,계좌이체,108500
O64E35F5BA7,16596,레저형 크로아티아 힐링 스파 패키지,2024-12-08 18:19:31,3,결제대기,무통장,76000
O100714DF3B,16596,레저형 크로아티아 힐링 스파 패키지,2024-11-14 17:40:40,3,취소,간편결제,46500
O966B4ECB9F,16596,레저형 크로아티아 힐링 스파 패키지,2024-11-09 10:31:07,3,완료,무통장,101500
O84EE8A3FBD,16596,레저형 크로아티아 힐링 스파 패키지,2025-08-23 16:49:51,1,결제대기,계좌이체,171500
O4D93B93CF9,16596,레저형 크로아티아 힐링 스파 패키지,2025-06-16 08:48:30,1,완료,무통장,199000
O5F922F01CB,16596,레저형 크로아티아 힐링 스파 패키지,2025-05-17 12:15:07,1,완료,계좌이체,38500
