상품 코드,상품명,언어,카테고리,문의 유형,문의 내용,요청 ID,예약코드,예약 상태,createdAt
27334,감성적인 바르셀로나 힐링 스파 패키지,일본어,쇼핑,상품 문제,프로모션 참여 문의 가능할까요,9CD9B7,R19XXW2KA,결제대기,2025-07-03
27334,감성적인 바르셀로나 힐링 스파 패키지,일본어,쇼핑,예약 변경/취소,A/S 절차 문의 도와주세요,9A20F9,R3NCX4F1Q,확정,2025-05-31
27334,감성적인 바르셀로나 힐링 스파 패키지,일본어,쇼핑,시스템 사용문제,예약 변경 문의 도와주세요,CDC28F,R74TIPASN,확정,2025-04-05
27334,감성적인 바르셀로나 힐링 스파 패키지,일본어,쇼핑,상품 문의,쿠폰 적용 문제 가능할까요,80D964,RENMYVJOE,승인대기,2025-02-20
22119,로맨틱한 스위스 드라이브 코스,대만어,채용,상품 문제,예약 변경 문의 문의드립니다,554103,,,2025-02-19
22119,로맨틱한 스위스 드라이브 코스,대만어,채용,상품 문제,포장 옵션 문의 문의드립니다,D9BFD8,R9TO5ARN4,승인대기,2025-01-19
22119,로맨틱한 스위스 드라이브 코스,대만어,채용,상품 문제,회원 등급 혜택 문의 가능할까요,C3C15E,R143H1PC3,승인대기,2025-01-09
66753,스냅투어 후쿠오카 도심 미술 투어,일본어,어학당,상품 문의,결제 오류 문의 문의드립니다,E87789,RALYRVMC8,승인대기,2025-03-30
66753,스냅투어 후쿠오카 도심 미술 투어,일본어,어학당,시스템 사용문제,사용 방법 문의 확인 바랍니다,17CF9F,R7PV5L5RN,승인대기,2025-01-23
66753,스냅투어 후쿠오카 도심 미술 투어,영어,어학당,시스템 사용문제,환불 절차 문의 부탁드립니다,04A291,RCEQRWC5P,승인대기,2025-03-15
66753,스냅투어 후쿠오카 도심 미술 투어,영어,어학당,시스템 사용문제,가격 정보 문의 도와주세요,015602,,,2025-04-28
66753,스냅투어 후쿠오카 도심 미술 투어,영어,어학당,상품 문의,추가 사진 요청 확인 바랍니다,1D81F2,RDG1UQUR3,결제대기,2025-01-11
66753,스냅투어 후쿠오카 도심 미술 투어,일본어,어학당,상품 문의,상품 상세 설명 요청 부탁드립니다,F70061,,,2025-07-31
66753,스냅투어 후쿠오카 도심 미술 투어,일본어,어학당,상품 문의,추가 사진 요청 가능할까요,A925E0,R8UC0DXRM,승인대기,2025-06-27
66753,스냅투어 후쿠오카 도심 미술 투어,홍콩어,어학당,상품 문의,오류 메시지 신고 부탁드립니다,064256,R9TGO4SDS,확정,2025-07-13
66753,스냅투어 후쿠오카 도심 미술 투어,일본어,어학당,상품 문의,포장 옵션 문의 알려주세요,C5BE6B,R6U6UM2VZ,승인대기,2025-07-09
72911,시그니처 괌 힐링 스파 패키지,홍콩어,어학당,상품 문제,상품 상세 설명 요청 부탁드립니다,CF960A,R5SHSWS01,확정,2025-02-04
72911,시그니처 괌 힐링 스파 패키지,일본어,어학당,상품 문제,해외 배송 가능 여부 도와주세요,76CE88,R3SXNPA9P,결제대기,2025-04-26
72911,시그니처 괌 힐링 스파 패키지,일본어,어학당,시스템 사용문제,리뷰 수정 문의 가능할까요,210764,,,2025-01-18
72911,시그니처 괌 힐링 스파 패키지,영어,어학당,상품 문제,포장 옵션 문의 알려주세요,1104B8,RCXY3ODD9,승인대기,2025-05-21
72911,시그니처 괌 힐링 스파 패키지,영어,어학당,시스템 사용문제,추가 사진 요청 문의드립니다,1DE3EC,RA2DYK26M,승인대기,2025-05-02
72911,시그니처 괌 힐링 스파 패키지,홍콩어,어학당,시스템 사용문제,포장 옵션 문의 확인 바랍니다,39D57D,R7VO8ASLK,승인대기,2025-04-01
72911,시그니처 괌 힐링 스파 패키지,홍콩어,어학당,시스템 사용문제,상품 상세 설명 요청 알려주세요,43B85B,R2MW7T1I0,승인대기,2025-03-19
72911,시그니처 괌 힐링 스파 패키지,영어,어학당,상품 문의,회원 등급 혜택 문의 도와주세요,D76202,RBPK25A73,결제대기,2025-04-09
72911,시그니처 괌 힐링 스파 패키지,일본어,어학당,상품 문제,회원 등급 혜택 문의 문의드립니다,EB3589,R9A3ARJDN,승인대기,2025-08-31
72911,시그니처 괌 힐링 스파 패키지,일본어,어학당,상품 문제,쿠폰 적용 문제 가능할까요,E46736,,,2025-05-02
72911,시그니처 괌 힐링 스파 패키지,일본어,어학당,상품 문제,사용 방법 문의 알려주세요,8FBE08,RBI841AHF,확정,2025-01-11
72911,시그니처 괌 힐링 스파 패키지,홍콩어,어학당,상품 문제,쿠폰 적용 문제 가능할까요,6C61C4,R22KR0T8I,결제대기,2025-02-28
72911,시그니처 괌 힐링 스파 패키지,홍콩어,어학당,시스템 사용문제,상품 상세 설명 요청 확인 바랍니다,BBF90A,R121T1W7F,결제대기,2025-06-21
72911,시그니처 괌 힐링 스파 패키지,일본어,어학당,시스템 사용문제,배송 일정 확인 부탁드립니다,14DEAF,R1LC0CLQ8,결제대기,2025-08-07
72911,시그니처 괌 힐링 스파 패키지,홍콩어,어학당,상품 문의,포장 옵션 문의 확인 바랍니다,4D7B0C,R1E1NQ8N3,결제대기,2025-05-12
72911,시그니처 괌 힐링 스파 패키지,일본어,어학당,상품 문의,리뷰 수정 문의 문의드립니다,C1A74F,R1CWV4HTQ,결제대기,2025-02-14
61049,미식형 발리 열기구 체험,홍콩어,채용,상품 문의,영수증 발급 문의 부탁드립니다,33362A,R6614OXSY,확정,2025-04-18
93453,트렌디 후쿠오카 초호화 리조트,일본어,채용,상품 문의,A/S 절차 문의 도와주세요,AEFE9E,RC4S89YEV,승인대기,2025-05-31
93453,트렌디 후쿠오카 초호화 리조트,일본어,채용,상품 문의,결제 오류 문의 도와주세요,D4E635,R3PJ5NVDL,승인대기,2025-02-15
93453,트렌디 후쿠오카 초호화 리조트,일본어,채용,상품 문의,상품 상세 설명 요청 알려주세요,A79444,RA5I7FNKJ,승인대기,2025-07-27
93453,트렌디 후쿠오카 초호화 리조트,홍콩어,채용,상품 문의,추가 사진 요청 도와주세요,6D92F7,RBKC3CWKU,승인대기,2025-01-31
14871,섬전체 싱가포르 사파리 어드벤처,영어,여행,상품 문제,포장 옵션 문의 알려주세요,253A85,R9F4FCCT4,확정,2025-04-10
14871,섬전체 싱가포르 사파리 어드벤처,영어,여행,상품 문제,회원 등급 혜택 문의 문의드립니다,9B2FF8,RBQSXI2AT,확정,2025-07-17
14871,섬전체 싱가포르 사파리 어드벤처,영어,여행,상품 문의,예약 변경 문의 부탁드립니다,55CC49,R9A3HUPU4,확정,2025-06-18
59508,레저형 타이베이 열기구 체험,일본어,어학당,예약 변경/취소,영수증 발급 문의 부탁드립니다,D3EAD0,RCBMREMBR,승인대기,2025-01-07
59508,레저형 타이베이 열기구 체험,일본어,어학당,예약 변경/취소,재고 상태 확인 부탁드립니다,02303A,RDXYYTN70,결제대기,2025-02-22
33534,도심속 뉴질랜드 야시장 투어,대만어,어학당,기타,리뷰 수정 문의 가능할까요,C155FC,RBG46DE8W,확정,2025-03-28
33534,도심속 뉴질랜드 야시장 투어,대만어,어학당,상품 문제,A/S 절차 문의 부탁드립니다,5E3CAA,,,2025-03-15
33534,도심속 뉴질랜드 야시장 투어,대만어,어학당,상품 문제,가격 정보 문의 확인 바랍니다,79CF23,,,2025-05-31
33534,도심속 뉴질랜드 야시장 투어,대만어,어학당,상품 문제,배송지 변경 요청 가능할까요,327F66,,,2025-08-13
33534,도심속 뉴질랜드 야시장 투어,대만어,어학당,기타,영수증 발급 문의 문의드립니다,D37DEC,,,2025-07-21
33534,도심속 뉴질랜드 야시장 투어,대만어,어학당,상품 문제,현장 수령 가능 여부 문의드립니다,DBDD95,,,2025-07-01
77316,낭만적인 부다페스트 와이너리 체험,일본어,채용,상품 문의,추가 사진 요청 부탁드립니다,59A884,R5KLKUDJH,확정,2025-08-31
77316,낭만적인 부다페스트 와이너리 체험,일본어,채용,상품 문의,환불 절차 문의 가능할까요,907F42,,,2025-03-26
77316,낭만적인 부다페스트 와이너리 체험,영어,채용,상품 문의,회원 등급 혜택 문의 문의드립니다,376520,R2DEGQAXI,결제대기,2025-06-02
77316,낭만적인 부다페스트 와이너리 체험,대만어,채용,기타,사용 방법 문의 가능할까요,B7DFE2,R439ODB3O,결제대기,2025-02-26
77316,낭만적인 부다페스트 와이너리 체험,영어,채용,상품 문의,리뷰 수정 문의 도와주세요,71C2DE,RF5CJXCDN,결제대기,2025-01-06
77316,낭만적인 부다페스트 와이너리 체험,일본어,채용,상품 문의,환불 절차 문의 도와주세요,5438A0,R14115V4Z,결제대기,2025-08-03
77316,낭만적인 부다페스트 와이너리 체험,일본어,채용,기타,리뷰 수정 문의 도와주세요,85C87E,RDK7OTWSI,결제대기,2025-05-09
77316,낭만적인 부다페스트 와이너리 체험,일본어,채용,상품 문의,재고 상태 확인 도와주세요,52809A,R8ALGG18Y,확정,2025-08-18
56763,낭만적인 보라카이 요트 선셋 크루즈,일본어,채용,시스템 사용문제,쿠폰 적용 문제 문의드립니다,948F92,,,2025-02-23
76234,에코 보라카이 트레킹 여행,홍콩어,어학당,기타,포장 옵션 문의 알려주세요,D9E2D2,R6ILBTHXG,결제대기,2025-04-03
76234,에코 보라카이 트레킹 여행,대만어,어학당,기타,오류 메시지 신고 부탁드립니다,2E0CC8,RO7KDY24O,확정,2025-08-10
76234,에코 보라카이 트레킹 여행,홍콩어,어학당,기타,포장 옵션 문의 도와주세요,EDBC60,RA4SGLW3V,확정,2025-03-27
76234,에코 보라카이 트레킹 여행,홍콩어,어학당,기타,현장 수령 가능 여부 문의드립니다,6317A7,R7WAJDVE3,확정,2025-03-20
72336,문화가득 오키나와 글램핑 투어,영어,계정,시스템 사용문제,영수증 발급 문의 확인 바랍니다,47C37F,R2UCR1P5G,승인대기,2025-04-18
72336,문화가득 오키나와 글램핑 투어,영어,계정,예약 변경/취소,배송지 변경 요청 가능할까요,960D35,RBR3O8BJ1,확정,2025-05-11
72336,문화가득 오키나와 글램핑 투어,영어,계정,시스템 사용문제,회원 등급 혜택 문의 문의드립니다,376507,R2HZIWIV0,확정,2025-04-21
72336,문화가득 오키나와 글램핑 투어,영어,계정,상품 문제,재고 상태 확인 도와주세요,8E8050,R84QNKS4E,확정,2025-07-23
72336,문화가득 오키나와 글램핑 투어,영어,계정,상품 문제,포장 옵션 문의 문의드립니다,619B27,RAEEXT2QP,승인대기,2025-04-10
72336,문화가득 오키나와 글램핑 투어,홍콩어,계정,시스템 사용문제,회원 등급 혜택 문의 도와주세요,D744E0,RCZEXUYA3,확정,2025-08-07
72336,문화가득 오키나와 글램핑 투어,영어,계정,예약 변경/취소,가격 정보 문의 알려주세요,2988F0,RF1LZ75LN,확정,2025-05-11
72336,문화가득 오키나와 글램핑 투어,영어,계정,시스템 사용문제,영수증 발급 문의 도와주세요,83CEA8,R5BRQN8MN,확정,2025-05-25
72336,문화가득 오키나와 글램핑 투어,영어,계정,예약 변경/취소,배송 일정 확인 확인 바랍니다,00E10E,RDTSGN7FD,확정,2025-07-11
72336,문화가득 오키나와 글램핑 투어,영어,계정,시스템 사용문제,회원 등급 혜택 문의 부탁드립니다,C366B9,,,2025-05-09
72336,문화가득 오키나와 글램핑 투어,영어,계정,시스템 사용문제,사용 방법 문의 알려주세요,033456,RC6QIL524,확정,2025-02-06
72336,문화가득 오키나와 글램핑 투어,홍콩어,계정,시스템 사용문제,쿠폰 적용 문제 확인 바랍니다,D03999,R7EQVVTJI,확정,2025-01-20
40402,액티브 부다페스트 온천 휴양,일본어,어학당,시스템 사용문제,회원 등급 혜택 문의 가능할까요,AF5BC0,RF9XIC3PC,승인대기,2025-02-20
40402,액티브 부다페스트 온천 휴양,일본어,어학당,상품 문제,포장 옵션 문의 가능할까요,251F70,RA8M7EVFY,확정,2025-03-01
40402,액티브 부다페스트 온천 휴양,일본어,어학당,시스템 사용문제,배송지 변경 요청 문의드립니다,D2EF26,R4J2FOP4X,확정,2025-03-03
24532,섬전체 나폴리 열기구 체험,홍콩어,쇼핑,상품 문제,재고 상태 확인 가능할까요,66552E,RAKUW34ZM,확정,2025-04-18
24532,섬전체 나폴리 열기구 체험,홍콩어,쇼핑,기타,포장 옵션 문의 문의드립니다,D9EF16,,,2025-01-18
24532,섬전체 나폴리 열기구 체험,홍콩어,쇼핑,예약 변경/취소,가격 정보 문의 부탁드립니다,C98AF2,R63E2UMYI,결제대기,2025-04-17
24532,섬전체 나폴리 열기구 체험,홍콩어,쇼핑,상품 문제,결제 오류 문의 문의드립니다,AC8F35,R67CJFPWK,확정,2025-08-23
24532,섬전체 나폴리 열기구 체험,홍콩어,쇼핑,기타,오류 메시지 신고 알려주세요,F68817,RK96T6ZEH,확정,2025-07-06
24532,섬전체 나폴리 열기구 체험,영어,쇼핑,상품 문의,포장 옵션 문의 부탁드립니다,D9C066,RE13KCLRK,결제대기,2025-05-03
24532,섬전체 나폴리 열기구 체험,홍콩어,쇼핑,상품 문제,추가 사진 요청 문의드립니다,D1FB12,R2JHJRSZ6,결제대기,2025-05-16
24532,섬전체 나폴리 열기구 체험,영어,쇼핑,기타,A/S 절차 문의 알려주세요,36D629,,,2025-05-31
24532,섬전체 나폴리 열기구 체험,홍콩어,쇼핑,상품 문제,배송 일정 확인 확인 바랍니다,286970,RAQ0LBY69,결제대기,2025-03-08
24532,섬전체 나폴리 열기구 체험,영어,쇼핑,상품 문제,재고 상태 확인 문의드립니다,B6298B,RAZ09PDXI,확정,2025-06-19
39370,럭셔리 크로아티아 야시장 투어,대만어,채용,상품 문의,영수증 발급 문의 부탁드립니다,47BA2C,RAEOUR7MA,승인대기,2025-06-01
39370,럭셔리 크로아티아 야시장 투어,대만어,채용,상품 문의,예약 변경 문의 가능할까요,057F07,RDD21WVR6,결제대기,2025-08-15
39370,럭셔리 크로아티아 야시장 투어,영어,채용,상품 문의,예약 변경 문의 알려주세요,19A0E3,R4BI4TC7R,결제대기,2025-04-24
39370,럭셔리 크로아티아 야시장 투어,일본어,채용,상품 문의,배송 일정 확인 알려주세요,B4EECB,RDII6P9TR,결제대기,2025-05-19
39370,럭셔리 크로아티아 야시장 투어,대만어,채용,상품 문의,오류 메시지 신고 확인 바랍니다,CE7B1D,RELORT77X,승인대기,2025-01-16
39370,럭셔리 크로아티아 야시장 투어,영어,채용,상품 문의,A/S 절차 문의 가능할까요,86D373,R2RQJ84ZG,결제대기,2025-01-20
39370,럭셔리 크로아티아 야시장 투어,영어,채용,상품 문의,A/S 절차 문의 알려주세요,D6BE08,R2TXA4S0J,승인대기,2025-06-26
39370,럭셔리 크로아티아 야시장 투어,대만어,채용,기타,추가 사진 요청 문의드립니다,6DB94A,,,2025-01-30
39370,럭셔리 크로아티아 야시장 투어,대만어,채용,상품 문의,쿠폰 적용 문제 확인 바랍니다,6CF927,,,2025-02-18
43405,럭셔리 사이판 미식 탐방,영어,채용,기타,포장 옵션 문의 알려주세요,4D463A,R9YCBLSLH,확정,2025-04-16
43405,럭셔리 사이판 미식 탐방,영어,채용,기타,오류 메시지 신고 가능할까요,42C725,RBMVIAAEW,결제대기,2025-06-27
43405,럭셔리 사이판 미식 탐방,홍콩어,채용,기타,오류 메시지 신고 알려주세요,6A522A,R4LYO1LT3,결제대기,2025-01-18
43405,럭셔리 사이판 미식 탐방,홍콩어,채용,기타,예약 변경 문의 알려주세요,B92E6F,,,2025-01-05
43405,럭셔리 사이판 미식 탐방,홍콩어,채용,기타,예약 변경 문의 알려주세요,F51086,,,2025-01-07
43405,럭셔리 사이판 미식 탐방,영어,채용,예약 변경/취소,결제 오류 문의 부탁드립니다,5C4EE0,,,2025-04-02
29586,스냅투어 사이판 글램핑 투어,홍콩어,여행,예약 변경/취소,환불 절차 문의 부탁드립니다,40BA56,R8621VC7V,승인대기,2025-05-24
29586,스냅투어 사이판 글램핑 투어,홍콩어,여행,예약 변경/취소,프로모션 참여 문의 문의드립니다,102FF3,R2HLIE49R,승인대기,2025-05-20
29586,스냅투어 사이판 글램핑 투어,홍콩어,여행,기타,리뷰 수정 문의 가능할까요,D5AF88,R9LB7J82Q,승인대기,2025-04-21
29586,스냅투어 사이판 글램핑 투어,홍콩어,여행,상품 문의,결제 오류 문의 부탁드립니다,FCC684,,,2025-03-19
29586,스냅투어 사이판 글램핑 투어,홍콩어,여행,상품 문의,A/S 절차 문의 문의드립니다,4A2300,R1BYBC2TY,결제대기,2025-04-10
29586,스냅투어 사이판 글램핑 투어,홍콩어,여행,상품 문의,배송지 변경 요청 도와주세요,82B6DB,R42SRY1B0,승인대기,2025-01-12
29586,스냅투어 사이판 글램핑 투어,홍콩어,여행,예약 변경/취소,해외 배송 가능 여부 문의드립니다,12DDA7,R9SY7ZDRC,결제대기,2025-07-25
29586,스냅투어 사이판 글램핑 투어,대만어,여행,예약 변경/취소,사용 방법 문의 가능할까요,CBBB4C,R4OI20Z5W,결제대기,2025-04-23
29586,스냅투어 사이판 글램핑 투어,홍콩어,여행,기타,현장 수령 가능 여부 부탁드립니다,EF4294,R11B5KVLG,승인대기,2025-05-03
29586,스냅투어 사이판 글램핑 투어,홍콩어,여행,예약 변경/취소,예약 변경 문의 확인 바랍니다,2D8DF0,R9WXH7YDE,승인대기,2025-04-06
62545,활기찬 나폴리 글램핑 투어,일본어,채용,상품 문의,영수증 발급 문의 부탁드립니다,3390AD,REP7BDKRM,결제대기,2025-05-18
62545,활기찬 나폴리 글램핑 투어,대만어,채용,상품 문의,오류 메시지 신고 부탁드립니다,E2FC7F,R3Z93B48D,승인대기,2025-01-02
62545,활기찬 나폴리 글램핑 투어,대만어,채용,상품 문의,가격 정보 문의 확인 바랍니다,01337B,RYPV7XFHN,확정,2025-07-28
62545,활기찬 나폴리 글램핑 투어,홍콩어,채용,상품 문제,배송지 변경 요청 부탁드립니다,5AF65A,RDW61X17A,결제대기,2025-04-20
62545,활기찬 나폴리 글램핑 투어,일본어,채용,상품 문제,쿠폰 적용 문제 가능할까요,303137,R51NC45SF,결제대기,2025-02-26
62545,활기찬 나폴리 글램핑 투어,대만어,채용,상품 문의,영수증 발급 문의 부탁드립니다,0B3C57,RA2J6MEMH,승인대기,2025-03-27
62545,활기찬 나폴리 글램핑 투어,대만어,채용,상품 문의,오류 메시지 신고 문의드립니다,56ADC5,,,2025-04-24
62545,활기찬 나폴리 글램핑 투어,대만어,채용,상품 문제,배송지 변경 요청 확인 바랍니다,AABD7C,RF2NUIGTE,결제대기,2025-06-12
62545,활기찬 나폴리 글램핑 투어,대만어,채용,상품 문의,해외 배송 가능 여부 도와주세요,262C76,R4AVBOU30,결제대기,2025-06-09
94897,프리미엄 크로아티아 온천 휴양,영어,여행,기타,추가 사진 요청 문의드립니다,BD6B9F,REAQS0PNZ,승인대기,2025-05-31
94897,프리미엄 크로아티아 온천 휴양,영어,여행,기타,쿠폰 적용 문제 확인 바랍니다,80996F,,,2025-07-08
94897,프리미엄 크로아티아 온천 휴양,영어,여행,상품 문의,배송지 변경 요청 도와주세요,323E1C,R3U28VM4B,승인대기,2025-07-26
94897,프리미엄 크로아티아 온천 휴양,영어,여행,기타,환불 절차 문의 알려주세요,184C18,,,2025-05-06
94897,프리미엄 크로아티아 온천 휴양,영어,여행,시스템 사용문제,리뷰 수정 문의 확인 바랍니다,ADF96F,RB721QJ2M,승인대기,2025-02-22
94897,프리미엄 크로아티아 온천 휴양,영어,여행,기타,프로모션 참여 문의 확인 바랍니다,1099BB,R485T3618,승인대기,2025-01-19
94897,프리미엄 크로아티아 온천 휴양,영어,여행,시스템 사용문제,포장 옵션 문의 가능할까요,397FB3,RACDNFQNG,승인대기,2025-01-28
94897,프리미엄 크로아티아 온천 휴양,영어,여행,기타,해외 배송 가능 여부 도와주세요,769823,R8I5FXAU4,승인대기,2025-08-09
94897,프리미엄 크로아티아 온천 휴양,영어,여행,기타,오류 메시지 신고 알려주세요,F68EB7,,,2025-05-28
94897,프리미엄 크로아티아 온천 휴양,영어,여행,기타,오류 메시지 신고 알려주세요,56D638,RAX717RGF,승인대기,2025-03-05
94897,프리미엄 크로아티아 온천 휴양,영어,여행,시스템 사용문제,포장 옵션 문의 문의드립니다,113575,R3CV29Q4H,확정,2025-02-10
94897,프리미엄 크로아티아 온천 휴양,영어,여행,기타,환불 절차 문의 가능할까요,2C6D7A,,,2025-06-11
94897,프리미엄 크로아티아 온천 휴양,영어,여행,기타,리뷰 수정 문의 확인 바랍니다,99DB3C,,,2025-07-22
94897,프리미엄 크로아티아 온천 휴양,영어,여행,기타,영수증 발급 문의 부탁드립니다,FB78BB,RDT806K73,승인대기,2025-05-28
94897,프리미엄 크로아티아 온천 휴양,영어,여행,기타,포장 옵션 문의 알려주세요,25A0E2,R90WGL7VY,승인대기,2025-05-28
94897,프리미엄 크로아티아 온천 휴양,영어,여행,기타,영수증 발급 문의 가능할까요,5BA94C,R6XNNU2YT,승인대기,2025-07-17
94897,프리미엄 크로아티아 온천 휴양,영어,여행,기타,배송지 변경 요청 확인 바랍니다,5AC929,R36BSHWWL,승인대기,2025-03-18
94897,프리미엄 크로아티아 온천 휴양,영어,여행,기타,프로모션 참여 문의 가능할까요,C467F1,RBR8EXYRR,승인대기,2025-01-30
94897,프리미엄 크로아티아 온천 휴양,영어,여행,기타,결제 오류 문의 문의드립니다,0CD70C,,,2025-07-02
94897,프리미엄 크로아티아 온천 휴양,영어,여행,기타,프로모션 참여 문의 부탁드립니다,D8AE5C,RA4O9KHPC,결제대기,2025-03-30
64088,설레는 이스탄불 도심 미술 투어,일본어,채용,상품 문제,회원 등급 혜택 문의 도와주세요,EB3EB6,REUG06BYU,결제대기,2025-06-17
64088,설레는 이스탄불 도심 미술 투어,일본어,채용,상품 문제,오류 메시지 신고 확인 바랍니다,429FF6,,,2025-02-15
18221,에코 사이판 요트 선셋 크루즈,일본어,여행,상품 문제,프로모션 참여 문의 문의드립니다,4CE980,RA6PSRM9G,결제대기,2025-06-06
18221,에코 사이판 요트 선셋 크루즈,일본어,여행,상품 문제,회원 등급 혜택 문의 가능할까요,5FFD70,RCRML39PE,결제대기,2025-05-27
18221,에코 사이판 요트 선셋 크루즈,일본어,여행,상품 문제,회원 등급 혜택 문의 가능할까요,D707FB,R3IHB47QV,결제대기,2025-03-30
18221,에코 사이판 요트 선셋 크루즈,대만어,여행,상품 문제,해외 배송 가능 여부 확인 바랍니다,264BC0,,,2025-06-16
44860,힐링형 후쿠오카 스카이다이빙 체험,홍콩어,어학당,시스템 사용문제,배송지 변경 요청 부탁드립니다,9636F6,R41BZ10BD,확정,2025-01-21
44860,힐링형 후쿠오카 스카이다이빙 체험,홍콩어,어학당,시스템 사용문제,오류 메시지 신고 부탁드립니다,2EEA7A,,,2025-05-15
44860,힐링형 후쿠오카 스카이다이빙 체험,일본어,어학당,상품 문의,재고 상태 확인 부탁드립니다,DEF6BA,RA6BYIKUV,결제대기,2025-03-30
44860,힐링형 후쿠오카 스카이다이빙 체험,홍콩어,어학당,시스템 사용문제,회원 등급 혜택 문의 도와주세요,4B5C87,,,2025-06-30
44860,힐링형 후쿠오카 스카이다이빙 체험,홍콩어,어학당,기타,예약 변경 문의 가능할까요,19A360,R8ZP4HB39,결제대기,2025-08-04
44860,힐링형 후쿠오카 스카이다이빙 체험,홍콩어,어학당,기타,쿠폰 적용 문제 가능할까요,5879A4,RB6TTVQDE,확정,2025-02-19
44860,힐링형 후쿠오카 스카이다이빙 체험,홍콩어,어학당,상품 문의,예약 변경 문의 알려주세요,41C44C,R7BSNQYWH,결제대기,2025-08-05
44860,힐링형 후쿠오카 스카이다이빙 체험,일본어,어학당,예약 변경/취소,배송지 변경 요청 도와주세요,FA3E1E,,,2025-03-22
44860,힐링형 후쿠오카 스카이다이빙 체험,일본어,어학당,기타,가격 정보 문의 부탁드립니다,510CE1,R3EQ7T9QM,결제대기,2025-06-20
44860,힐링형 후쿠오카 스카이다이빙 체험,홍콩어,어학당,기타,회원 등급 혜택 문의 가능할까요,D73DBF,,,2025-08-26
44860,힐링형 후쿠오카 스카이다이빙 체험,홍콩어,어학당,예약 변경/취소,결제 오류 문의 가능할까요,489788,,,2025-02-18
44860,힐링형 후쿠오카 스카이다이빙 체험,홍콩어,어학당,예약 변경/취소,오류 메시지 신고 부탁드립니다,CE547F,,,2025-02-12
44860,힐링형 후쿠오카 스카이다이빙 체험,홍콩어,어학당,예약 변경/취소,상품 상세 설명 요청 가능할까요,A7D91B,,,2025-02-06
44860,힐링형 후쿠오카 스카이다이빙 체험,홍콩어,어학당,예약 변경/취소,프로모션 참여 문의 알려주세요,60DC8D,R1X19IXEN,결제대기,2025-01-26
44860,힐링형 후쿠오카 스카이다이빙 체험,영어,어학당,기타,리뷰 수정 문의 가능할까요,490722,,,2025-04-04
44860,힐링형 후쿠오카 스카이다이빙 체험,홍콩어,어학당,상품 문제,포장 옵션 문의 문의드립니다,4D1DF9,RCSWMQOZ3,승인대기,2025-04-23
44860,힐링형 후쿠오카 스카이다이빙 체험,영어,어학당,예약 변경/취소,가격 정보 문의 문의드립니다,DDB32D,R4WGMX9XY,승인대기,2025-06-15
44860,힐링형 후쿠오카 스카이다이빙 체험,홍콩어,어학당,상품 문의,현장 수령 가능 여부 가능할까요,4F1970,RBEWDPVR0,결제대기,2025-08-23
44860,힐링형 후쿠오카 스카이다이빙 체험,홍콩어,어학당,예약 변경/취소,포장 옵션 문의 가능할까요,EDBB51,,,2025-02-03
44860,힐링형 후쿠오카 스카이다이빙 체험,홍콩어,어학당,예약 변경/취소,배송지 변경 요청 확인 바랍니다,46B15E,R2LOMIML2,확정,2025-08-13
20390,활기찬 부다페스트 비치 투어,홍콩어,채용,상품 문제,포장 옵션 문의 알려주세요,754096,,,2025-05-29
20390,활기찬 부다페스트 비치 투어,홍콩어,채용,상품 문의,배송 일정 확인 도와주세요,3C9211,R5H09SUG8,확정,2025-01-06
20390,활기찬 부다페스트 비치 투어,홍콩어,채용,상품 문의,재고 상태 확인 문의드립니다,5223BF,RETN2C8CD,결제대기,2025-04-12
20390,활기찬 부다페스트 비치 투어,홍콩어,채용,상품 문제,영수증 발급 문의 도와주세요,477A84,RE34RFUNO,결제대기,2025-02-02
20390,활기찬 부다페스트 비치 투어,홍콩어,채용,상품 문의,A/S 절차 문의 알려주세요,D63453,RBHWULGHB,확정,2025-07-02
20390,활기찬 부다페스트 비치 투어,홍콩어,채용,예약 변경/취소,배송 일정 확인 문의드립니다,8CCB61,,,2025-04-26
20390,활기찬 부다페스트 비치 투어,홍콩어,채용,상품 문제,A/S 절차 문의 가능할까요,EAA39C,,,2025-04-16
20390,활기찬 부다페스트 비치 투어,홍콩어,채용,예약 변경/취소,추가 사진 요청 도와주세요,09F28F,R70C8JCL2,결제대기,2025-06-22
20390,활기찬 부다페스트 비치 투어,홍콩어,채용,상품 문제,예약 변경 문의 확인 바랍니다,A55D55,,,2025-06-09
20390,활기찬 부다페스트 비치 투어,홍콩어,채용,기타,환불 절차 문의 가능할까요,CC6743,REZ9W5XNR,결제대기,2025-04-24
20390,활기찬 부다페스트 비치 투어,홍콩어,채용,상품 문의,배송지 변경 요청 문의드립니다,E65940,REQ4C1H8I,확정,2025-06-14
20390,활기찬 부다페스트 비치 투어,일본어,채용,상품 문의,리뷰 수정 문의 확인 바랍니다,99A546,,,2025-01-22
96300,액티브 바르셀로나 열기구 체험,일본어,계정,기타,오류 메시지 신고 알려주세요,F6FAF0,R2RS0Y8I9,확정,2025-08-19
96300,액티브 바르셀로나 열기구 체험,일본어,계정,기타,리뷰 수정 문의 부탁드립니다,ADE425,R601OA8WN,결제대기,2025-04-09
96300,액티브 바르셀로나 열기구 체험,홍콩어,계정,기타,쿠폰 적용 문제 알려주세요,0888AA,R6WEVNUUI,승인대기,2025-07-13
